id,x,y,z,xi,yi,zi,value,cost,blockvalue,rock_tonnes,ore_tonnes
12646,555.0,795.0,135.0,19,27,5,998329.67,65124.0,933205.67,72360.0,72360.0
12647,555.0,795.0,165.0,19,27,6,1123962.68,65124.0,1058838.68,72360.0,72360.0
12648,555.0,795.0,195.0,19,27,7,1357004.63,65124.0,1291880.63,72360.0,72360.0
12649,555.0,795.0,225.0,19,27,8,1124663.94,65124.0,1059539.94,72360.0,72360.0
12650,555.0,795.0,255.0,19,27,9,797063.06,64773.01,732290.04,71970.02,71970.0
12651,555.0,795.0,285.0,19,27,10,718448.13,64395.01,654053.11,71550.02,71550.0
12652,555.0,795.0,315.0,19,27,11,643131.14,64395.01,578736.13,71550.02,71550.0
12653,555.0,795.0,345.0,19,27,12,525622.96,64395.01,461227.95,71550.02,71550.0
12654,555.0,795.0,375.0,19,27,13,415776.88,60345.01,355431.87,67050.02,67050.0
12655,555.0,795.0,405.0,19,27,14,80834.88,17708.85,63126.03,29500.0,14400.0
12656,555.0,825.0,-15.0,19,28,0,0.0,0.0,0.0,0.0,0.0
12657,555.0,825.0,15.0,19,28,1,157051.32,56844.0,100207.32,63160.0,18760.0
12658,555.0,825.0,45.0,19,28,2,612731.84,65124.0,547607.84,72360.0,72360.0
12659,555.0,825.0,75.0,19,28,3,647922.89,65124.0,582798.89,72360.0,72360.0
12660,555.0,825.0,105.0,19,28,4,593989.87,65124.0,528865.87,72360.0,72360.0
12661,555.0,825.0,135.0,19,28,5,792275.74,65124.0,727151.74,72360.0,72360.0
12662,555.0,825.0,165.0,19,28,6,975963.29,65124.0,910839.29,72360.0,72360.0
12663,555.0,825.0,195.0,19,28,7,1156745.13,65124.0,1091621.13,72360.0,72360.0
12664,555.0,825.0,225.0,19,28,8,1025637.49,65124.0,960513.49,72360.0,72360.0
12665,555.0,825.0,255.0,19,28,9,774078.7,65124.0,708954.7,72360.0,72360.0
12666,555.0,825.0,285.0,19,28,10,655518.83,64800.01,590718.82,72000.02,72000.0
12667,555.0,825.0,315.0,19,28,11,512929.9,64422.01,448507.89,71580.02,71580.0
12668,555.0,825.0,345.0,19,28,12,379670.69,64395.01,315275.67,71550.02,71550.0
12669,555.0,825.0,375.0,19,28,13,301760.74,59895.01,241865.73,66550.02,66550.0
12670,555.0,825.0,405.0,19,28,14,110918.02,17139.17,93778.85,28551.0,21600.0
12671,555.0,855.0,-15.0,19,29,0,0.0,0.0,0.0,0.0,0.0
12672,555.0,855.0,15.0,19,29,1,0.0,0.0,0.0,0.0,0.0
12673,555.0,855.0,45.0,19,29,2,518616.44,65124.0,453492.44,72360.0,72360.0
12674,555.0,855.0,75.0,19,29,3,562561.74,65124.0,497437.74,72360.0,72360.0
12675,555.0,855.0,105.0,19,29,4,586974.29,65124.0,521850.29,72360.0,72360.0
12676,555.0,855.0,135.0,19,29,5,728489.74,65124.0,663365.74,72360.0,72360.0
12677,555.0,855.0,165.0,19,29,6,871742.38,65124.0,806618.38,72360.0,72360.0
12678,555.0,855.0,195.0,19,29,7,977030.32,65124.0,911906.32,72360.0,72360.0
12679,555.0,855.0,225.0,19,29,8,943144.58,65124.0,878020.58,72360.0,72360.0
12680,555.0,855.0,255.0,19,29,9,753517.4,65124.0,688393.4,72360.0,72360.0
12681,555.0,855.0,285.0,19,29,10,623558.1,65124.0,558434.1,72360.0,72360.0
12682,555.0,855.0,315.0,19,29,11,495124.67,65016.01,430108.66,72240.01,72240.0
12683,555.0,855.0,345.0,19,29,12,294377.41,64584.01,229793.4,71760.02,71760.0
12684,555.0,855.0,375.0,19,29,13,275886.49,60345.01,215541.47,67050.02,67050.0
12685,555.0,855.0,405.0,19,29,14,93416.26,15748.27,77667.99,26234.0,21600.0
12686,555.0,885.0,-15.0,19,30,0,0.0,0.0,0.0,0.0,0.0
12687,555.0,885.0,15.0,19,30,1,0.0,0.0,0.0,0.0,0.0
12688,555.0,885.0,45.0,19,30,2,0.0,0.0,0.0,0.0,0.0
12689,555.0,885.0,75.0,19,30,3,452799.46,65124.0,387675.46,72360.0,72360.0
12690,555.0,885.0,105.0,19,30,4,595181.34,65124.0,530057.34,72360.0,72360.0
12691,555.0,885.0,135.0,19,30,5,683925.64,65124.0,618801.64,72360.0,72360.0
12692,555.0,885.0,165.0,19,30,6,730318.75,65124.0,665194.75,72360.0,72360.0
12693,555.0,885.0,195.0,19,30,7,788407.22,65124.0,723283.22,72360.0,72360.0
12694,555.0,885.0,225.0,19,30,8,880392.67,65124.0,815268.67,72360.0,72360.0
12695,555.0,885.0,255.0,19,30,9,735297.63,65124.0,670173.63,72360.0,72360.0
12696,555.0,885.0,285.0,19,30,10,489260.86,65124.0,424136.86,72360.0,72360.0
12697,555.0,885.0,315.0,19,30,11,346157.63,65124.0,281033.63,72360.0,72360.0
12698,555.0,885.0,345.0,19,30,12,244197.26,65097.0,179100.26,72330.0,72330.0
12699,555.0,885.0,375.0,19,30,13,128940.35,60534.01,68406.34,67260.01,67260.0
12700,555.0,885.0,405.0,19,30,14,59685.73,6172.49,53513.24,18536.0,13226.0
12701,555.0,915.0,-15.0,19,31,0,0.0,0.0,0.0,0.0,0.0
12702,555.0,915.0,15.0,19,31,1,0.0,0.0,0.0,0.0,0.0
12703,555.0,915.0,45.0,19,31,2,0.0,0.0,0.0,0.0,0.0
12704,555.0,915.0,75.0,19,31,3,496452.4,65124.0,431328.4,72360.0,72360.0
12705,555.0,915.0,105.0,19,31,4,513506.66,65124.0,448382.66,72360.0,72360.0
12706,555.0,915.0,135.0,19,31,5,582538.6,65124.0,517414.6,72360.0,72360.0
12707,555.0,915.0,165.0,19,31,6,659489.54,65124.0,594365.54,72360.0,72360.0
12708,555.0,915.0,195.0,19,31,7,726592.4,65124.0,661468.4,72360.0,72360.0
12709,555.0,915.0,225.0,19,31,8,803816.9,65124.0,738692.9,72360.0,72360.0
12710,555.0,915.0,255.0,19,31,9,658355.88,65124.0,593231.88,72360.0,72360.0
12711,555.0,915.0,285.0,19,31,10,429462.96,65124.0,364338.96,72360.0,72360.0
12712,555.0,915.0,315.0,19,31,11,290261.92,65124.0,225137.92,72360.0,72360.0
12713,555.0,915.0,345.0,19,31,12,179948.2,65124.0,114824.2,72360.0,72360.0
12714,555.0,915.0,375.0,19,31,13,55558.67,60588.01,-5029.35,67320.02,67320.0
12715,555.0,915.0,405.0,19,31,14,27186.07,3231.61,23954.47,10782.8,10782.8
12716,555.0,945.0,-15.0,19,32,0,0.0,0.0,0.0,0.0,0.0
12717,555.0,945.0,15.0,19,32,1,0.0,0.0,0.0,0.0,0.0
12718,555.0,945.0,45.0,19,32,2,0.0,0.0,0.0,0.0,0.0
12719,555.0,945.0,75.0,19,32,3,0.0,0.0,0.0,0.0,0.0
12720,555.0,945.0,105.0,19,32,4,402838.78,65124.0,337714.78,72360.0,72360.0
12721,555.0,945.0,135.0,19,32,5,441825.74,65124.0,376701.74,72360.0,72360.0
12722,555.0,945.0,165.0,19,32,6,538900.8,65124.0,473776.8,72360.0,72360.0
12723,555.0,945.0,195.0,19,32,7,612319.8,65124.0,547195.8,72360.0,72360.0
12724,555.0,945.0,225.0,19,32,8,607080.52,65124.0,541956.52,72360.0,72360.0
12725,555.0,945.0,255.0,19,32,9,444623.89,65124.0,379499.89,72360.0,72360.0
12726,555.0,945.0,285.0,19,32,10,321389.74,65124.0,256265.74,72360.0,72360.0
12727,555.0,945.0,315.0,19,32,11,221433.25,65124.0,156309.25,72360.0,72360.0
12728,555.0,945.0,345.0,19,32,12,83555.41,65124.0,18431.41,72360.0,72360.0
12729,555.0,945.0,375.0,19,32,13,0.0,60588.01,-60588.01,67320.02,0.0
12730,555.0,945.0,405.0,19,32,14,15768.75,2661.94,13106.81,8882.0,6351.0
12731,555.0,975.0,-15.0,19,33,0,0.0,0.0,0.0,0.0,0.0
12732,555.0,975.0,15.0,19,33,1,0.0,0.0,0.0,0.0,0.0
12733,555.0,975.0,45.0,19,33,2,0.0,0.0,0.0,0.0,0.0
12734,555.0,975.0,75.0,19,33,3,0.0,0.0,0.0,0.0,0.0
12735,555.0,975.0,105.0,19,33,4,0.0,0.0,0.0,0.0,0.0
12736,555.0,975.0,135.0,19,33,5,154393.94,57600.0,96793.94,64000.0,26800.0
12737,555.0,975.0,165.0,19,33,6,465607.1,64512.0,401095.1,71680.0,69680.0
12738,555.0,975.0,195.0,19,33,7,567497.96,65124.0,502373.96,72360.0,72360.0
12739,555.0,975.0,225.0,19,33,8,532909.06,65124.0,467785.06,72360.0,72360.0
12740,555.0,975.0,255.0,19,33,9,382774.74,65124.0,317650.74,72360.0,72360.0
12741,555.0,975.0,285.0,19,33,10,287779.01,65124.0,222655.01,72360.0,72360.0
12742,555.0,975.0,315.0,19,33,11,196239.66,65124.0,131115.66,72360.0,72360.0
12743,555.0,975.0,345.0,19,33,12,50399.13,65124.0,-14724.87,72360.0,72360.0
12744,555.0,975.0,375.0,19,33,13,6332.88,60588.01,-54255.13,67320.02,67320.0
12745,555.0,975.0,405.0,19,33,14,9325.16,3932.66,5392.5,13122.0,2842.0
12746,555.0,1005.0,-15.0,19,34,0,0.0,0.0,0.0,0.0,0.0
12747,555.0,1005.0,15.0,19,34,1,0.0,0.0,0.0,0.0,0.0
12748,555.0,1005.0,45.0,19,34,2,0.0,0.0,0.0,0.0,0.0
12749,555.0,1005.0,75.0,19,34,3,0.0,0.0,0.0,0.0,0.0
12750,555.0,1005.0,105.0,19,34,4,0.0,0.0,0.0,0.0,0.0
12751,555.0,1005.0,135.0,19,34,5,0.0,0.0,0.0,0.0,0.0
12752,555.0,1005.0,165.0,19,34,6,114882.7,56592.0,58290.7,62880.0,16080.0
12753,555.0,1005.0,195.0,19,34,7,301456.71,60300.0,241156.71,67000.0,40200.0
12754,555.0,1005.0,225.0,19,34,8,406887.79,63144.0,343743.79,70160.0,58960.0
12755,555.0,1005.0,255.0,19,34,9,337467.93,64008.0,273459.93,71120.0,64320.0
12756,555.0,1005.0,285.0,19,34,10,271815.71,64512.0,207303.71,71680.0,69680.0
12757,555.0,1005.0,315.0,19,34,11,196762.52,65124.0,131638.52,72360.0,72360.0
12758,555.0,1005.0,345.0,19,34,12,99602.95,65124.0,34478.95,72360.0,72360.0
12759,555.0,1005.0,375.0,19,34,13,53645.43,60588.01,-6942.59,67320.02,67320.0
12760,555.0,1005.0,405.0,19,34,14,0.0,2628.97,-2628.97,8772.0,0.0
12761,555.0,1035.0,-15.0,19,35,0,0.0,0.0,0.0,0.0,0.0
12762,555.0,1035.0,15.0,19,35,1,0.0,0.0,0.0,0.0,0.0
12763,555.0,1035.0,45.0,19,35,2,0.0,0.0,0.0,0.0,0.0
12764,555.0,1035.0,75.0,19,35,3,0.0,0.0,0.0,0.0,0.0
12765,555.0,1035.0,105.0,19,35,4,0.0,0.0,0.0,0.0,0.0
12766,555.0,1035.0,135.0,19,35,5,0.0,0.0,0.0,0.0,0.0
12767,555.0,1035.0,165.0,19,35,6,0.0,0.0,0.0,0.0,0.0
12768,555.0,1035.0,195.0,19,35,7,0.0,55080.0,-55080.0,61200.0,0.0
12769,555.0,1035.0,225.0,19,35,8,0.0,55080.0,-55080.0,61200.0,0.0
12770,555.0,1035.0,255.0,19,35,9,0.0,55080.0,-55080.0,61200.0,0.0
12771,555.0,1035.0,285.0,19,35,10,16158.73,55584.0,-39425.27,61760.0,5360.0
12772,555.0,1035.0,315.0,19,35,11,63927.81,60048.0,3879.81,66720.0,37520.0
12773,555.0,1035.0,345.0,19,35,12,30510.19,61776.0,-31265.81,68640.0,48240.0
12774,555.0,1035.0,375.0,19,35,13,0.0,58140.0,-58140.0,64600.0,0.0
12775,555.0,1035.0,405.0,19,35,14,0.0,954.24,-954.24,3184.0,0.0
12776,555.0,1065.0,-15.0,19,36,0,0.0,0.0,0.0,0.0,0.0
12777,555.0,1065.0,15.0,19,36,1,0.0,0.0,0.0,0.0,0.0
12778,555.0,1065.0,45.0,19,36,2,0.0,0.0,0.0,0.0,0.0
12779,555.0,1065.0,75.0,19,36,3,0.0,0.0,0.0,0.0,0.0
12780,555.0,1065.0,105.0,19,36,4,0.0,0.0,0.0,0.0,0.0
12781,555.0,1065.0,135.0,19,36,5,0.0,0.0,0.0,0.0,0.0
12782,555.0,1065.0,165.0,19,36,6,0.0,0.0,0.0,0.0,0.0
12783,555.0,1065.0,195.0,19,36,7,0.0,0.0,0.0,0.0,0.0
12784,555.0,1065.0,225.0,19,36,8,0.0,55080.0,-55080.0,61200.0,0.0
12785,555.0,1065.0,255.0,19,36,9,0.0,55080.0,-55080.0,61200.0,0.0
12786,555.0,1065.0,285.0,19,36,10,0.0,55080.0,-55080.0,61200.0,0.0
12787,555.0,1065.0,315.0,19,36,11,0.0,55080.0,-55080.0,61200.0,0.0
12788,555.0,1065.0,345.0,19,36,12,0.0,55080.0,-55080.0,61200.0,0.0
12789,555.0,1065.0,375.0,19,36,13,0.0,55422.0,-55422.0,61580.0,0.0
12790,555.0,1065.0,405.0,19,36,14,0.0,323.41,-323.41,1214.0,0.0
12791,555.0,1095.0,-15.0,19,37,0,0.0,0.0,0.0,0.0,0.0
12792,555.0,1095.0,15.0,19,37,1,0.0,0.0,0.0,0.0,0.0
12793,555.0,1095.0,45.0,19,37,2,0.0,0.0,0.0,0.0,0.0
12794,555.0,1095.0,75.0,19,37,3,0.0,0.0,0.0,0.0,0.0
12795,555.0,1095.0,105.0,19,37,4,0.0,0.0,0.0,0.0,0.0
12796,555.0,1095.0,135.0,19,37,5,0.0,0.0,0.0,0.0,0.0
12797,555.0,1095.0,165.0,19,37,6,0.0,0.0,0.0,0.0,0.0
12798,555.0,1095.0,195.0,19,37,7,0.0,0.0,0.0,0.0,0.0
12799,555.0,1095.0,225.0,19,37,8,0.0,0.0,0.0,0.0,0.0
12800,555.0,1095.0,255.0,19,37,9,0.0,55080.0,-55080.0,61200.0,0.0
12801,555.0,1095.0,285.0,19,37,10,0.0,55080.0,-55080.0,61200.0,0.0
12802,555.0,1095.0,315.0,19,37,11,0.0,55080.0,-55080.0,61200.0,0.0
12803,555.0,1095.0,345.0,19,37,12,0.0,55080.0,-55080.0,61200.0,0.0
12804,555.0,1095.0,375.0,19,37,13,0.0,56430.0,-56430.0,62700.0,0.0
12805,555.0,1095.0,405.0,19,37,14,0.0,3.36,-3.36,101.0,0.0
12806,555.0,1125.0,-15.0,19,38,0,0.0,0.0,0.0,0.0,0.0
12807,555.0,1125.0,15.0,19,38,1,0.0,0.0,0.0,0.0,0.0
12808,555.0,1125.0,45.0,19,38,2,0.0,0.0,0.0,0.0,0.0
12809,555.0,1125.0,75.0,19,38,3,0.0,0.0,0.0,0.0,0.0
12810,555.0,1125.0,105.0,19,38,4,0.0,0.0,0.0,0.0,0.0
12811,555.0,1125.0,135.0,19,38,5,0.0,0.0,0.0,0.0,0.0
12812,555.0,1125.0,165.0,19,38,6,0.0,0.0,0.0,0.0,0.0
12813,555.0,1125.0,195.0,19,38,7,0.0,0.0,0.0,0.0,0.0
12814,555.0,1125.0,225.0,19,38,8,0.0,0.0,0.0,0.0,0.0
12815,555.0,1125.0,255.0,19,38,9,0.0,0.0,0.0,0.0,0.0
12816,555.0,1125.0,285.0,19,38,10,0.0,55080.0,-55080.0,61200.0,0.0
12817,555.0,1125.0,315.0,19,38,11,0.0,55080.0,-55080.0,61200.0,0.0
12818,555.0,1125.0,345.0,19,38,12,0.0,55080.0,-55080.0,61200.0,0.0
12819,555.0,1125.0,375.0,19,38,13,0.0,54189.0,-54189.0,60210.0,0.0
12820,555.0,1155.0,-15.0,19,39,0,0.0,0.0,0.0,0.0,0.0
12821,555.0,1155.0,15.0,19,39,1,0.0,0.0,0.0,0.0,0.0
12822,555.0,1155.0,45.0,19,39,2,0.0,0.0,0.0,0.0,0.0
12823,555.0,1155.0,75.0,19,39,3,0.0,0.0,0.0,0.0,0.0
12824,555.0,1155.0,105.0,19,39,4,0.0,0.0,0.0,0.0,0.0
12825,555.0,1155.0,135.0,19,39,5,0.0,0.0,0.0,0.0,0.0
12826,555.0,1155.0,165.0,19,39,6,0.0,0.0,0.0,0.0,0.0
12827,555.0,1155.0,195.0,19,39,7,0.0,0.0,0.0,0.0,0.0
12828,555.0,1155.0,225.0,19,39,8,0.0,0.0,0.0,0.0,0.0
12829,555.0,1155.0,255.0,19,39,9,0.0,0.0,0.0,0.0,0.0
12830,555.0,1155.0,285.0,19,39,10,0.0,0.0,0.0,0.0,0.0
12831,555.0,1155.0,315.0,19,39,11,0.0,55080.0,-55080.0,61200.0,0.0
12832,555.0,1155.0,345.0,19,39,12,0.0,55080.0,-55080.0,61200.0,0.0
12833,555.0,1155.0,375.0,19,39,13,0.0,53388.0,-53388.0,59320.0,0.0
12834,555.0,1185.0,-15.0,19,40,0,0.0,0.0,0.0,0.0,0.0
12835,555.0,1185.0,15.0,19,40,1,0.0,0.0,0.0,0.0,0.0
12836,555.0,1185.0,45.0,19,40,2,0.0,0.0,0.0,0.0,0.0
12837,555.0,1185.0,75.0,19,40,3,0.0,0.0,0.0,0.0,0.0
12838,555.0,1185.0,105.0,19,40,4,0.0,0.0,0.0,0.0,0.0
12839,555.0,1185.0,135.0,19,40,5,0.0,0.0,0.0,0.0,0.0
12840,555.0,1185.0,165.0,19,40,6,0.0,0.0,0.0,0.0,0.0
12841,555.0,1185.0,195.0,19,40,7,0.0,0.0,0.0,0.0,0.0
12842,555.0,1185.0,225.0,19,40,8,0.0,0.0,0.0,0.0,0.0
12843,555.0,1185.0,255.0,19,40,9,0.0,0.0,0.0,0.0,0.0
12844,555.0,1185.0,285.0,19,40,10,0.0,0.0,0.0,0.0,0.0
12845,555.0,1185.0,315.0,19,40,11,0.0,0.0,0.0,0.0,0.0
12846,555.0,1185.0,345.0,19,40,12,0.0,55080.0,-55080.0,61200.0,0.0
12847,555.0,1185.0,375.0,19,40,13,0.0,50850.0,-50850.0,56500.0,0.0
12848,555.0,1215.0,-15.0,19,41,0,0.0,0.0,0.0,0.0,0.0
12849,555.0,1215.0,15.0,19,41,1,0.0,0.0,0.0,0.0,0.0
12850,555.0,1215.0,45.0,19,41,2,0.0,0.0,0.0,0.0,0.0
12851,555.0,1215.0,75.0,19,41,3,0.0,0.0,0.0,0.0,0.0
12852,555.0,1215.0,105.0,19,41,4,0.0,0.0,0.0,0.0,0.0
12853,555.0,1215.0,135.0,19,41,5,0.0,0.0,0.0,0.0,0.0
12854,555.0,1215.0,165.0,19,41,6,0.0,0.0,0.0,0.0,0.0
12855,555.0,1215.0,195.0,19,41,7,0.0,0.0,0.0,0.0,0.0
12856,555.0,1215.0,225.0,19,41,8,0.0,0.0,0.0,0.0,0.0
12857,555.0,1215.0,255.0,19,41,9,0.0,0.0,0.0,0.0,0.0
12858,555.0,1215.0,285.0,19,41,10,0.0,0.0,0.0,0.0,0.0
12859,555.0,1215.0,315.0,19,41,11,0.0,0.0,0.0,0.0,0.0
12860,555.0,1215.0,345.0,19,41,12,0.0,0.0,0.0,0.0,0.0
12861,555.0,1215.0,375.0,19,41,13,0.0,47097.0,-47097.0,52330.0,0.0
12862,555.0,1245.0,-15.0,19,42,0,0.0,0.0,0.0,0.0,0.0
12863,555.0,1245.0,15.0,19,42,1,0.0,0.0,0.0,0.0,0.0
12864,555.0,1245.0,45.0,19,42,2,0.0,0.0,0.0,0.0,0.0
12865,555.0,1245.0,75.0,19,42,3,0.0,0.0,0.0,0.0,0.0
12866,555.0,1245.0,105.0,19,42,4,0.0,0.0,0.0,0.0,0.0
12867,555.0,1245.0,135.0,19,42,5,0.0,0.0,0.0,0.0,0.0
12868,555.0,1245.0,165.0,19,42,6,0.0,0.0,0.0,0.0,0.0
12869,555.0,1245.0,195.0,19,42,7,0.0,0.0,0.0,0.0,0.0
12870,555.0,1245.0,225.0,19,42,8,0.0,0.0,0.0,0.0,0.0
12871,555.0,1245.0,255.0,19,42,9,0.0,0.0,0.0,0.0,0.0
12872,555.0,1245.0,285.0,19,42,10,0.0,0.0,0.0,0.0,0.0
12873,555.0,1245.0,315.0,19,42,11,0.0,0.0,0.0,0.0,0.0
12874,555.0,1245.0,345.0,19,42,12,0.0,0.0,0.0,0.0,0.0
12875,555.0,1245.0,375.0,19,42,13,0.0,0.0,0.0,0.0,0.0
12876,585.0,-15.0,-15.0,20,0,0,0.0,0.0,0.0,0.0,0.0
12877,585.0,-15.0,15.0,20,0,1,0.0,0.0,0.0,0.0,0.0
12878,585.0,-15.0,45.0,20,0,2,0.0,0.0,0.0,0.0,0.0
12879,585.0,-15.0,75.0,20,0,3,0.0,0.0,0.0,0.0,0.0
12880,585.0,-15.0,105.0,20,0,4,0.0,0.0,0.0,0.0,0.0
12881,585.0,-15.0,135.0,20,0,5,0.0,0.0,0.0,0.0,0.0
12882,585.0,-15.0,165.0,20,0,6,0.0,0.0,0.0,0.0,0.0
12883,585.0,-15.0,195.0,20,0,7,0.0,0.0,0.0,0.0,0.0
12884,585.0,-15.0,225.0,20,0,8,0.0,0.0,0.0,0.0,0.0
12885,585.0,-15.0,255.0,20,0,9,0.0,0.0,0.0,0.0,0.0
12886,585.0,-15.0,285.0,20,0,10,0.0,0.0,0.0,0.0,0.0
12887,585.0,-15.0,315.0,20,0,11,0.0,0.0,0.0,0.0,0.0
12888,585.0,-15.0,345.0,20,0,12,0.0,0.0,0.0,0.0,0.0
12889,585.0,-15.0,375.0,20,0,13,0.0,0.0,0.0,0.0,0.0
12890,585.0,-15.0,405.0,20,0,14,0.0,346.25,-346.25,1733.0,0.0
12891,585.0,15.0,-15.0,20,1,0,0.0,0.0,0.0,0.0,0.0
12892,585.0,15.0,15.0,20,1,1,0.0,0.0,0.0,0.0,0.0
12893,585.0,15.0,45.0,20,1,2,0.0,0.0,0.0,0.0,0.0
12894,585.0,15.0,75.0,20,1,3,0.0,0.0,0.0,0.0,0.0
12895,585.0,15.0,105.0,20,1,4,0.0,0.0,0.0,0.0,0.0
12896,585.0,15.0,135.0,20,1,5,0.0,0.0,0.0,0.0,0.0
12897,585.0,15.0,165.0,20,1,6,0.0,0.0,0.0,0.0,0.0
12898,585.0,15.0,195.0,20,1,7,0.0,0.0,0.0,0.0,0.0
12899,585.0,15.0,225.0,20,1,8,0.0,0.0,0.0,0.0,0.0
12900,585.0,15.0,255.0,20,1,9,0.0,0.0,0.0,0.0,0.0
12901,585.0,15.0,285.0,20,1,10,0.0,0.0,0.0,0.0,0.0
12902,585.0,15.0,315.0,20,1,11,0.0,0.0,0.0,0.0,0.0
12903,585.0,15.0,345.0,20,1,12,0.0,0.0,0.0,0.0,0.0
12904,585.0,15.0,375.0,20,1,13,0.0,55080.0,-55080.0,61200.0,0.0
12905,585.0,15.0,405.0,20,1,14,0.0,902.1,-902.1,3010.0,0.0
12906,585.0,45.0,-15.0,20,2,0,0.0,0.0,0.0,0.0,0.0
12907,585.0,45.0,15.0,20,2,1,0.0,0.0,0.0,0.0,0.0
12908,585.0,45.0,45.0,20,2,2,0.0,0.0,0.0,0.0,0.0
12909,585.0,45.0,75.0,20,2,3,0.0,0.0,0.0,0.0,0.0
12910,585.0,45.0,105.0,20,2,4,0.0,0.0,0.0,0.0,0.0
12911,585.0,45.0,135.0,20,2,5,0.0,0.0,0.0,0.0,0.0
12912,585.0,45.0,165.0,20,2,6,0.0,0.0,0.0,0.0,0.0
12913,585.0,45.0,195.0,20,2,7,0.0,0.0,0.0,0.0,0.0
12914,585.0,45.0,225.0,20,2,8,0.0,0.0,0.0,0.0,0.0
12915,585.0,45.0,255.0,20,2,9,0.0,0.0,0.0,0.0,0.0
12916,585.0,45.0,285.0,20,2,10,0.0,0.0,0.0,0.0,0.0
12917,585.0,45.0,315.0,20,2,11,0.0,0.0,0.0,0.0,0.0
12918,585.0,45.0,345.0,20,2,12,0.0,55080.0,-55080.0,61200.0,0.0
12919,585.0,45.0,375.0,20,2,13,0.0,55080.0,-55080.0,61200.0,0.0
12920,585.0,45.0,405.0,20,2,14,0.0,1730.47,-1730.47,5774.0,0.0
12921,585.0,75.0,-15.0,20,3,0,0.0,0.0,0.0,0.0,0.0
12922,585.0,75.0,15.0,20,3,1,0.0,0.0,0.0,0.0,0.0
12923,585.0,75.0,45.0,20,3,2,0.0,0.0,0.0,0.0,0.0
12924,585.0,75.0,75.0,20,3,3,0.0,0.0,0.0,0.0,0.0
12925,585.0,75.0,105.0,20,3,4,0.0,0.0,0.0,0.0,0.0
12926,585.0,75.0,135.0,20,3,5,0.0,0.0,0.0,0.0,0.0
12927,585.0,75.0,165.0,20,3,6,0.0,0.0,0.0,0.0,0.0
12928,585.0,75.0,195.0,20,3,7,0.0,0.0,0.0,0.0,0.0
12929,585.0,75.0,225.0,20,3,8,0.0,0.0,0.0,0.0,0.0
12930,585.0,75.0,255.0,20,3,9,0.0,0.0,0.0,0.0,0.0
12931,585.0,75.0,285.0,20,3,10,0.0,0.0,0.0,0.0,0.0
12932,585.0,75.0,315.0,20,3,11,0.0,55080.0,-55080.0,61200.0,0.0
12933,585.0,75.0,345.0,20,3,12,0.0,55080.0,-55080.0,61200.0,0.0
12934,585.0,75.0,375.0,20,3,13,0.0,55080.0,-55080.0,61200.0,0.0
12935,585.0,75.0,405.0,20,3,14,0.0,2513.28,-2513.28,8386.0,0.0
12936,585.0,105.0,-15.0,20,4,0,0.0,0.0,0.0,0.0,0.0
12937,585.0,105.0,15.0,20,4,1,0.0,0.0,0.0,0.0,0.0
12938,585.0,105.0,45.0,20,4,2,0.0,0.0,0.0,0.0,0.0
12939,585.0,105.0,75.0,20,4,3,0.0,0.0,0.0,0.0,0.0
12940,585.0,105.0,105.0,20,4,4,0.0,0.0,0.0,0.0,0.0
12941,585.0,105.0,135.0,20,4,5,0.0,0.0,0.0,0.0,0.0
12942,585.0,105.0,165.0,20,4,6,0.0,0.0,0.0,0.0,0.0
12943,585.0,105.0,195.0,20,4,7,0.0,0.0,0.0,0.0,0.0
12944,585.0,105.0,225.0,20,4,8,0.0,0.0,0.0,0.0,0.0
12945,585.0,105.0,255.0,20,4,9,0.0,0.0,0.0,0.0,0.0
12946,585.0,105.0,285.0,20,4,10,0.0,55080.0,-55080.0,61200.0,0.0
12947,585.0,105.0,315.0,20,4,11,0.0,55080.0,-55080.0,61200.0,0.0
12948,585.0,105.0,345.0,20,4,12,0.0,55080.0,-55080.0,61200.0,0.0
12949,585.0,105.0,375.0,20,4,13,0.0,55080.0,-55080.0,61200.0,0.0
12950,585.0,105.0,405.0,20,4,14,0.0,2991.61,-2991.61,9982.0,0.0
12951,585.0,135.0,-15.0,20,5,0,0.0,0.0,0.0,0.0,0.0
12952,585.0,135.0,15.0,20,5,1,0.0,0.0,0.0,0.0,0.0
12953,585.0,135.0,45.0,20,5,2,0.0,0.0,0.0,0.0,0.0
12954,585.0,135.0,75.0,20,5,3,0.0,0.0,0.0,0.0,0.0
12955,585.0,135.0,105.0,20,5,4,0.0,0.0,0.0,0.0,0.0
12956,585.0,135.0,135.0,20,5,5,0.0,0.0,0.0,0.0,0.0
12957,585.0,135.0,165.0,20,5,6,0.0,0.0,0.0,0.0,0.0
12958,585.0,135.0,195.0,20,5,7,0.0,0.0,0.0,0.0,0.0
12959,585.0,135.0,225.0,20,5,8,0.0,0.0,0.0,0.0,0.0
12960,585.0,135.0,255.0,20,5,9,0.0,55080.0,-55080.0,61200.0,0.0
12961,585.0,135.0,285.0,20,5,10,0.0,55080.0,-55080.0,61200.0,0.0
12962,585.0,135.0,315.0,20,5,11,0.0,55080.0,-55080.0,61200.0,0.0
12963,585.0,135.0,345.0,20,5,12,0.0,55080.0,-55080.0,61200.0,0.0
12964,585.0,135.0,375.0,20,5,13,0.0,56160.0,-56160.0,62400.0,0.0
12965,585.0,135.0,405.0,20,5,14,0.0,3254.74,-3254.74,10860.0,0.0
